Date,QUIC Canadian Fund Return,S&P/TSX Composite Total Return Index,QUIC Canadian Fund Return,S&P/TSX Composite Total Return Index
11-04-2014,70.17,43642.38,-0.95%,-1.01%
11-05-2014,71.31,44122.43,1.61%,1.10%
11-06-2014,71.47,44168.29,0.22%,0.10%
11-07-2014,72.11,44554.82,0.90%,0.88%
11-10-2014,72.29,44612.52,0.26%,0.13%
11-11-2014,72.55,44765.58,0.36%,0.34%
11-12-2014,73.13,45067.00,0.79%,0.67%
11-13-2014,72.58,44832.94,-0.75%,-0.52%
11-14-2014,73.01,45028.07,0.59%,0.44%
11-17-2014,73.03,45147.61,0.03%,0.27%
11-18-2014,73.22,45428.63,0.26%,0.62%
11-19-2014,73.17,45457.87,-0.07%,0.06%
11-20-2014,73.79,45747.21,0.85%,0.64%
11-21-2014,74.09,45865.50,0.41%,0.26%
11-24-2014,73.71,45582.05,-0.52%,-0.62%
11-25-2014,73.94,45761.76,0.31%,0.39%
11-26-2014,73.64,45677.59,-0.40%,-0.18%
11-27-2014,72.96,45327.77,-0.92%,-0.77%
11-28-2014,72.64,44788.72,-0.44%,-1.19%
12-01-2014,72.27,44439.08,-0.50%,-0.78%
12-02-2014,72.18,44424.48,-0.12%,-0.03%
12-03-2014,72.59,44832.09,0.56%,0.92%
12-04-2014,70.97,43968.78,-2.23%,-1.93%
12-05-2014,71.18,43980.19,0.30%,0.03%
12-08-2014,69.71,42986.47,-2.07%,-2.26%
12-09-2014,69.94,43154.67,0.33%,0.39%
12-10-2014,68.33,42120.94,-2.31%,-2.40%
12-11-2014,68.39,42312.86,0.10%,0.46%
12-12-2014,67.63,41784.21,-1.12%,-1.25%
12-15-2014,67.52,41707.71,-0.16%,-0.18%
12-16-2014,68.28,42184.03,1.12%,1.14%
12-17-2014,69.84,43256.38,2.29%,2.54%
12-18-2014,70.14,43663.31,0.43%,0.94%
12-19-2014,70.77,44033.24,0.90%,0.85%
12-22-2014,70.60,43924.05,-0.24%,-0.25%
12-23-2014,71.29,44430.50,0.98%,1.15%
12-24-2014,71.27,44477.30,-0.03%,0.11%
12-29-2014,71.41,44686.43,0.20%,0.47%
12-30-2014,71.18,44614.30,-0.33%,-0.16%
12-31-2014,71.19,44591.13,0.02%,-0.05%
01-02-2015,71.71,45001.30,0.73%,0.92%
01-05-2015,70.03,43900.77,-2.34%,-2.45%
01-06-2015,69.35,43455.90,-0.98%,-1.01%
01-07-2015,69.62,43572.61,0.40%,0.27%
01-08-2015,70.46,44099.69,1.20%,1.21%
01-09-2015,70.13,43877.63,-0.46%,-0.50%
01-12-2015,69.49,43511.86,-0.92%,-0.83%
01-13-2015,69.40,43285.68,-0.14%,-0.52%
01-14-2015,68.94,42972.99,-0.65%,-0.72%
01-15-2015,68.71,42842.98,-0.34%,-0.30%
01-16-2015,70.01,43665.51,1.90%,1.92%
01-19-2015,69.85,43674.96,-0.23%,0.02%
01-20-2015,69.56,43664.71,-0.42%,-0.02%
01-21-2015,70.69,44435.07,1.62%,1.76%
01-22-2015,71.40,45083.23,1.00%,1.46%
01-23-2015,71.64,45130.36,0.34%,0.10%
01-26-2015,71.74,45186.78,0.15%,0.13%
01-27-2015,71.89,45296.87,0.21%,0.24%
01-28-2015,70.69,44605.35,-1.67%,-1.53%
01-29-2015,70.96,44723.94,0.39%,0.27%
01-30-2015,71.17,44835.91,0.29%,0.25%
02-02-2015,72.24,45529.48,1.50%,1.55%
02-03-2015,72.95,46026.62,0.98%,1.09%
02-04-2015,72.46,45821.18,-0.67%,-0.45%
02-05-2015,73.25,46216.20,1.08%,0.86%
02-06-2015,73.23,46090.91,-0.02%,-0.27%
02-09-2015,73.46,46142.16,0.31%,0.11%
02-10-2015,73.35,46179.54,-0.15%,0.08%
02-11-2015,73.63,46309.93,0.38%,0.28%
02-12-2015,73.89,46548.35,0.36%,0.51%
02-13-2015,74.06,46660.01,0.23%,0.24%
02-17-2015,74.05,46721.03,-0.02%,0.13%
02-18-2015,73.53,46502.19,-0.69%,-0.47%
02-19-2015,73.49,46407.53,-0.06%,-0.20%
02-20-2015,73.45,46384.49,-0.05%,-0.05%
02-23-2015,73.63,46484.69,0.24%,0.22%
02-24-2015,73.49,46377.41,-0.18%,-0.23%
02-25-2015,74.20,46594.55,0.96%,0.47%
02-26-2015,74.37,46637.12,0.23%,0.09%
02-27-2015,74.26,46619.73,-0.14%,-0.04%
03-02-2015,75.64,46720.58,1.86%,0.22%
03-03-2015,75.21,46323.96,-0.56%,-0.85%
03-04-2015,75.02,46168.52,-0.26%,-0.34%
03-05-2015,75.08,46230.55,0.09%,0.13%
03-06-2015,74.47,45779.01,-0.82%,-0.98%
03-09-2015,73.99,45485.26,-0.65%,-0.64%
03-10-2015,73.07,44836.07,-1.24%,-1.43%
03-11-2015,73.46,45154.63,0.53%,0.71%
03-12-2015,73.61,45275.12,0.21%,0.27%
03-13-2015,73.43,45157.39,-0.24%,-0.26%
03-16-2015,73.86,45560.20,0.58%,0.89%
03-17-2015,74.08,45671.04,0.30%,0.24%
03-18-2015,74.44,45866.75,0.48%,0.43%
03-19-2015,74.09,45598.32,-0.46%,-0.59%
03-20-2015,74.46,45808.26,0.50%,0.46%
03-23-2015,74.63,45855.71,0.23%,0.10%
03-24-2015,75.02,46236.48,0.52%,0.83%
03-25-2015,74.49,45783.00,-0.71%,-0.98%
03-26-2015,74.23,45604.33,-0.35%,-0.39%
03-27-2015,73.78,45466.47,-0.61%,-0.30%
03-30-2015,74.30,45761.47,0.70%,0.65%
03-31-2015,74.32,45743.32,0.03%,-0.04%
04-01-2015,74.60,45866.43,0.38%,0.27%
04-02-2015,75.02,46167.66,0.56%,0.66%
04-06-2015,75.39,46395.12,0.49%,0.49%
04-07-2015,75.83,46666.19,0.58%,0.58%
04-08-2015,75.81,46742.64,-0.03%,0.16%
04-09-2015,76.38,47098.66,0.76%,0.76%
04-10-2015,76.71,47289.56,0.43%,0.41%
04-13-2015,76.63,47277.02,-0.11%,-0.03%
04-14-2015,76.67,47295.26,0.05%,0.04%
04-15-2015,77.24,47485.84,0.75%,0.40%
04-16-2015,76.92,47292.04,-0.41%,-0.41%
04-17-2015,76.94,47211.44,0.02%,-0.17%
04-20-2015,77.14,47373.55,0.26%,0.34%
04-21-2015,76.79,47197.43,-0.45%,-0.37%
04-22-2015,76.58,47070.47,-0.28%,-0.27%
04-23-2015,76.89,47340.88,0.41%,0.57%
04-24-2015,76.99,47390.01,0.13%,0.10%
04-27-2015,76.61,47192.66,-0.49%,-0.42%
04-28-2015,76.64,47213.74,0.04%,0.04%
04-29-2015,76.76,47231.73,0.16%,0.04%
04-30-2015,76.42,46853.76,-0.45%,-0.80%
05-01-2015,76.89,47208.43,0.62%,0.76%
05-04-2015,76.94,47293.69,0.07%,0.18%
05-05-2015,76.20,46698.98,-0.97%,-1.26%
05-06-2015,75.50,46237.17,-0.92%,-0.99%
05-07-2015,75.51,46437.01,0.02%,0.43%
05-08-2015,76.01,46686.92,0.66%,0.54%
05-11-2015,75.80,46633.43,-0.28%,-0.11%
05-12-2015,75.38,46298.42,-0.55%,-0.72%
05-13-2015,75.24,46118.83,-0.19%,-0.39%
05-14-2015,75.32,46267.12,0.11%,0.32%
05-15-2015,75.49,46522.40,0.22%,0.55%
05-19-2015,75.66,46568.49,0.23%,0.10%
05-20-2015,75.55,46422.87,-0.14%,-0.31%
05-21-2015,76.11,46829.70,0.74%,0.88%
05-22-2015,76.12,46820.92,0.01%,-0.02%
05-25-2015,76.12,46785.93,0.00%,-0.07%
05-26-2015,75.41,46365.17,-0.93%,-0.90%
05-27-2015,75.54,46574.89,0.17%,0.45%
05-28-2015,75.59,46567.21,0.06%,-0.02%
05-29-2015,75.21,46283.16,-0.50%,-0.61%
06-01-2015,75.45,46468.22,0.33%,0.40%
06-02-2015,75.56,46573.37,0.14%,0.23%
06-03-2015,75.85,46729.86,0.38%,0.34%
06-04-2015,75.27,46312.70,-0.76%,-0.89%
06-05-2015,75.08,46130.28,-0.26%,-0.39%
06-08-2015,74.10,45477.07,-1.30%,-1.42%
06-09-2015,74.47,45707.85,0.49%,0.51%
06-10-2015,74.77,45938.36,0.41%,0.50%
06-11-2015,74.63,45788.46,-0.19%,-0.33%
06-12-2015,74.18,45514.29,-0.60%,-0.60%
06-15-2015,74.16,45561.29,-0.03%,0.10%
06-16-2015,74.31,45553.37,0.20%,-0.02%
06-17-2015,74.17,45491.88,-0.18%,-0.13%
06-18-2015,74.31,45615.01,0.18%,0.27%
06-19-2015,73.74,45252.11,-0.77%,-0.80%
06-22-2015,74.20,45676.28,0.63%,0.94%
06-23-2015,74.71,46031.50,0.69%,0.78%
06-24-2015,74.81,46164.35,0.13%,0.29%
06-25-2015,74.53,46020.60,-0.37%,-0.31%
06-26-2015,74.17,45782.70,-0.48%,-0.52%
06-29-2015,72.71,44800.12,-1.97%,-2.15%
06-30-2015,73.00,44995.47,0.41%,0.44%
07-02-2015,73.40,45258.57,0.54%,0.58%
07-03-2015,73.64,45416.00,0.33%,0.35%
07-06-2015,73.23,45141.26,-0.56%,-0.60%
07-07-2015,73.44,45260.09,0.28%,0.26%
07-08-2015,72.47,44612.68,-1.31%,-1.43%
07-09-2015,72.02,44199.21,-0.63%,-0.93%
07-10-2015,72.61,44609.61,0.81%,0.93%
07-13-2015,72.97,44989.43,0.49%,0.85%
07-14-2015,73.33,45195.58,0.51%,0.46%
07-15-2015,73.63,45390.99,0.41%,0.43%
07-16-2015,73.96,45603.98,0.44%,0.47%
07-17-2015,73.56,45330.80,-0.53%,-0.60%
07-20-2015,72.74,44660.66,-1.12%,-1.48%
07-21-2015,72.62,44509.21,-0.17%,-0.34%
07-22-2015,72.36,44296.72,-0.36%,-0.48%
07-23-2015,72.40,44195.27,0.05%,-0.23%
07-24-2015,71.85,43950.31,-0.75%,-0.55%
07-27-2015,70.93,43377.55,-1.28%,-1.30%
07-28-2015,71.33,43613.23,0.57%,0.54%
07-29-2015,72.42,44336.86,1.54%,1.66%
07-30-2015,73.17,44587.91,1.02%,0.57%
07-31-2015,73.52,44853.46,0.48%,0.60%
08-04-2015,73.68,44923.58,0.22%,0.16%
08-05-2015,73.83,44960.57,0.20%,0.08%
08-06-2015,73.52,44660.12,-0.42%,-0.67%
08-07-2015,73.16,44341.07,-0.49%,-0.71%
08-10-2015,73.99,44848.52,1.13%,1.14%
08-11-2015,73.81,44688.34,-0.24%,-0.36%
08-12-2015,73.34,44467.32,-0.64%,-0.49%
08-13-2015,72.90,44155.49,-0.60%,-0.70%
08-14-2015,73.04,44286.23,0.19%,0.30%
08-17-2015,72.85,44206.83,-0.26%,-0.18%
08-18-2015,72.77,44034.48,-0.11%,-0.39%
08-19-2015,71.96,43549.37,-1.10%,-1.10%
08-20-2015,70.52,42621.72,-2.00%,-2.13%
08-21-2015,69.35,41806.87,-1.67%,-1.91%
08-24-2015,67.65,40507.21,-2.44%,-3.11%
08-25-2015,68.33,40812.73,1.00%,0.75%
08-26-2015,69.48,41535.90,1.69%,1.77%
08-27-2015,71.18,42750.40,2.44%,2.92%
08-28-2015,71.57,43058.84,0.55%,0.72%
08-31-2015,71.74,43042.72,0.25%,-0.04%
09-01-2015,70.07,41872.03,-2.34%,-2.72%
09-02-2015,70.33,42081.03,0.38%,0.50%
09-03-2015,70.57,42240.43,0.34%,0.38%
09-04-2015,70.06,41882.59,-0.73%,-0.85%
09-08-2015,70.71,42363.51,0.93%,1.15%
09-09-2015,70.39,42067.98,-0.47%,-0.70%
09-10-2015,70.60,42186.70,0.31%,0.28%
09-11-2015,70.07,41875.51,-0.75%,-0.74%
09-14-2015,69.67,41543.35,-0.58%,-0.79%
09-15-2015,70.34,41884.90,0.96%,0.82%
09-16-2015,71.68,42821.99,1.90%,2.24%
09-17-2015,71.88,42894.85,0.27%,0.17%
09-18-2015,71.08,42460.81,-1.10%,-1.01%
09-21-2015,71.58,42873.18,0.70%,0.97%
09-22-2015,70.49,41976.03,-1.53%,-2.09%
09-23-2015,70.02,41644.96,-0.66%,-0.79%
09-24-2015,69.81,41520.91,-0.29%,-0.30%
09-25-2015,69.94,41645.11,0.18%,0.30%
09-28-2015,68.42,40518.10,-2.17%,-2.71%
09-29-2015,68.63,40619.71,0.30%,0.25%
09-30-2015,69.90,41460.96,1.85%,2.07%
10-01-2015,69.83,41258.50,-0.09%,-0.49%
10-02-2015,70.00,41607.95,0.25%,0.85%
10-05-2015,70.64,42270.63,0.90%,1.59%
10-06-2015,71.00,42567.19,0.52%,0.70%
10-07-2015,72.03,43256.91,1.45%,1.62%
10-08-2015,72.61,43611.86,0.80%,0.82%
10-09-2015,72.46,43567.25,-0.20%,-0.10%
10-13-2015,71.98,43196.27,-0.67%,-0.85%
10-14-2015,72.18,43292.54,0.28%,0.22%
10-15-2015,71.92,43147.88,-0.35%,-0.33%
10-16-2015,72.08,43176.36,0.21%,0.07%
10-19-2015,71.63,42927.63,-0.63%,-0.58%
10-20-2015,71.84,43190.78,0.30%,0.61%
10-21-2015,71.10,42762.55,-1.04%,-0.99%
10-22-2015,71.74,43334.24,0.90%,1.34%
10-23-2015,72.09,43570.14,0.49%,0.54%
10-26-2015,71.31,43061.91,-1.08%,-1.17%
10-27-2015,70.99,42776.85,-0.45%,-0.66%
10-28-2015,72.01,43300.31,1.43%,1.22%
10-29-2015,71.73,43092.73,-0.38%,-0.48%
10-30-2015,70.51,42271.89,-1.70%,-1.90%
11-02-2015,70.94,42565.10,0.61%,0.69%
11-03-2015,71.40,42838.72,0.65%,0.64%
11-04-2015,71.28,42688.43,-0.16%,-0.35%
11-05-2015,70.85,42366.45,-0.61%,-0.75%
11-06-2015,70.93,42349.57,0.12%,-0.04%
11-09-2015,70.65,42128.71,-0.39%,-0.52%
11-10-2015,70.38,41908.61,-0.39%,-0.52%
11-11-2015,69.94,41690.80,-0.62%,-0.52%
11-12-2015,68.97,41031.05,-1.38%,-1.58%
11-13-2015,68.87,40869.43,-0.15%,-0.39%
11-16-2015,70.09,41629.60,1.78%,1.86%
11-17-2015,70.02,41518.91,-0.10%,-0.27%
11-18-2015,70.43,41894.14,0.59%,0.90%
11-19-2015,70.78,42128.12,0.49%,0.56%
11-20-2015,70.62,42010.36,-0.22%,-0.28%
11-23-2015,70.42,41859.78,-0.28%,-0.36%
11-24-2015,70.58,41940.44,0.22%,0.19%
11-25-2015,70.55,41933.59,-0.04%,-0.02%
11-26-2015,70.73,42020.89,0.25%,0.21%
11-27-2015,70.47,41845.88,-0.37%,-0.42%
11-30-2015,70.94,42174.64,0.68%,0.79%
12-01-2015,71.68,42700.33,1.03%,1.25%
12-02-2015,70.90,42161.01,-1.08%,-1.26%
12-03-2015,70.36,41725.46,-0.77%,-1.03%
12-04-2015,70.44,41832.70,0.12%,0.26%
12-07-2015,69.06,40843.35,-1.97%,-2.37%
12-08-2015,68.54,40475.81,-0.75%,-0.90%
12-09-2015,68.63,40540.61,0.13%,0.16%
12-10-2015,68.83,40788.85,0.28%,0.61%
12-11-2015,67.85,40105.51,-1.41%,-1.68%
12-14-2015,67.49,39811.33,-0.54%,-0.73%
12-15-2015,68.61,40517.81,1.67%,1.77%
12-16-2015,69.51,41290.94,1.31%,1.91%
12-17-2015,68.91,40805.77,-0.85%,-1.18%
12-18-2015,69.05,40853.25,0.20%,0.12%
12-21-2015,69.27,40884.90,0.32%,0.08%
12-22-2015,69.31,41037.08,0.06%,0.37%
12-23-2015,70.28,41682.87,1.40%,1.57%
12-24-2015,70.40,41761.57,0.17%,0.19%
12-29-2015,70.14,41600.69,-0.37%,-0.39%
12-30-2015,69.61,41276.42,-0.76%,-0.78%
12-31-2015,69.01,40881.84,-0.86%,-0.96%
01-04-2016,68.60,40621.65,-0.59%,-0.64%
01-05-2016,68.67,40599.87,0.10%,-0.05%
01-06-2016,67.84,40016.07,-1.22%,-1.44%
01-07-2016,66.44,39140.13,-2.06%,-2.19%
01-08-2016,66.44,39131.45,-0.01%,-0.02%
01-11-2016,65.71,38734.64,-1.09%,-1.01%
01-12-2016,65.76,38918.41,0.07%,0.47%
01-13-2016,64.99,38280.92,-1.17%,-1.64%
01-14-2016,65.68,38801.84,1.07%,1.36%
01-15-2016,64.34,37975.97,-2.05%,-2.13%
01-18-2016,63.87,37570.98,-0.73%,-1.07%
01-19-2016,63.99,37760.15,0.20%,0.50%
01-20-2016,63.26,37262.18,-1.14%,-1.32%
01-21-2016,64.23,37870.63,1.54%,1.63%
01-22-2016,65.73,39013.19,2.33%,3.02%
01-25-2016,64.65,38237.24,-1.64%,-1.99%
01-26-2016,65.49,38829.74,1.29%,1.55%
01-27-2016,65.77,38988.35,0.44%,0.41%
01-28-2016,67.03,39676.97,1.91%,1.77%
01-29-2016,67.91,40404.04,1.32%,1.83%
02-01-2016,67.20,39938.44,-1.05%,-1.15%
02-02-2016,66.12,39207.02,-1.60%,-1.83%
02-03-2016,66.55,39683.06,0.65%,1.21%
02-04-2016,67.31,40254.94,1.14%,1.44%
02-05-2016,67.22,40221.81,-0.14%,-0.08%
02-08-2016,66.30,39501.48,-1.37%,-1.79%
02-09-2016,64.73,38705.58,-2.37%,-2.01%
02-10-2016,64.47,38402.74,-0.39%,-0.78%
02-11-2016,63.67,38104.35,-1.24%,-0.78%
02-12-2016,65.01,39034.21,2.09%,2.44%
02-16-2016,65.89,39582.12,1.36%,1.40%
02-17-2016,67.67,40566.35,2.71%,2.49%
02-18-2016,67.97,40769.35,0.44%,0.50%
02-19-2016,67.68,40403.86,-0.43%,-0.90%
02-22-2016,68.02,40514.66,0.50%,0.27%
02-23-2016,67.53,40257.45,-0.72%,-0.63%
02-24-2016,67.31,40185.41,-0.33%,-0.18%
02-25-2016,67.52,40246.75,0.32%,0.15%
02-26-2016,67.87,40389.51,0.51%,0.35%
02-29-2016,68.29,40593.13,0.63%,0.50%
03-01-2016,69.31,40981.76,1.48%,0.96%
03-02-2016,69.48,41107.25,0.25%,0.31%
03-03-2016,69.93,41441.82,0.65%,0.81%
03-04-2016,70.54,41722.39,0.87%,0.68%
03-07-2016,71.24,42263.08,0.99%,1.30%
03-08-2016,71.02,42046.28,-0.30%,-0.51%
03-09-2016,71.39,42319.22,0.51%,0.65%
03-10-2016,71.39,42276.00,0.00%,-0.10%
03-11-2016,72.04,42750.11,0.91%,1.12%
03-14-2016,71.81,42611.09,-0.31%,-0.33%
03-15-2016,71.92,42372.92,0.15%,-0.56%
03-16-2016,72.26,42625.97,0.48%,0.60%
03-17-2016,73.10,43079.09,1.16%,1.06%
03-18-2016,72.60,42688.80,-0.68%,-0.91%
03-21-2016,72.93,42891.29,0.46%,0.47%
03-22-2016,72.63,42681.44,-0.42%,-0.49%
03-23-2016,72.00,42337.69,-0.87%,-0.81%
03-24-2016,71.77,42270.06,-0.31%,-0.16%
03-28-2016,72.02,42372.16,0.34%,0.24%
03-29-2016,72.07,42520.76,0.08%,0.35%
03-30-2016,72.47,42767.88,0.55%,0.58%
03-31-2016,72.27,42737.72,-0.28%,-0.07%
04-01-2016,71.98,42588.67,-0.40%,-0.35%
04-04-2016,71.68,42258.20,-0.41%,-0.78%
04-05-2016,71.54,42158.41,-0.19%,-0.24%
04-06-2016,71.76,42322.12,0.31%,0.39%
04-07-2016,71.14,42065.24,-0.86%,-0.61%
04-08-2016,71.59,42485.16,0.62%,1.00%
04-11-2016,71.88,42567.88,0.40%,0.19%
04-12-2016,72.78,43071.04,1.26%,1.18%
04-13-2016,73.20,43358.07,0.58%,0.67%
04-14-2016,73.18,43348.38,-0.03%,-0.02%
04-15-2016,73.04,43249.78,-0.19%,-0.23%
04-18-2016,73.38,43512.59,0.47%,0.61%
04-19-2016,74.21,43980.46,1.13%,1.08%
04-20-2016,74.52,44122.77,0.42%,0.32%
04-21-2016,74.31,44059.69,-0.28%,-0.14%
04-22-2016,74.29,44036.83,-0.03%,-0.05%
04-25-2016,73.92,43789.45,-0.50%,-0.56%
04-26-2016,73.99,43832.16,0.10%,0.10%
04-27-2016,74.23,44090.77,0.33%,0.59%
04-28-2016,74.07,44102.72,-0.22%,0.03%
04-29-2016,74.17,44309.23,0.14%,0.47%
05-02-2016,73.76,44036.65,-0.56%,-0.62%
05-03-2016,73.13,43535.01,-0.85%,-1.14%
05-04-2016,72.91,43294.66,-0.30%,-0.55%
05-05-2016,72.92,43295.65,0.01%,0.00%
05-06-2016,73.15,43516.26,0.32%,0.51%
05-09-2016,72.64,43079.14,-0.69%,-1.00%
05-10-2016,73.47,43750.40,1.14%,1.56%
05-11-2016,73.69,43793.37,0.30%,0.10%
05-12-2016,73.75,43807.28,0.08%,0.03%
05-13-2016,73.36,43692.63,-0.53%,-0.26%
05-16-2016,73.93,44156.66,0.78%,1.06%
05-17-2016,73.99,44238.57,0.08%,0.19%
05-18-2016,73.86,43950.69,-0.16%,-0.65%
05-19-2016,73.66,43926.53,-0.27%,-0.05%
05-20-2016,74.11,44253.76,0.60%,0.74%
05-24-2016,74.56,44359.52,0.61%,0.24%
05-25-2016,75.14,44684.72,0.78%,0.73%
05-26-2016,75.23,44670.34,0.11%,-0.03%
05-27-2016,75.48,44866.00,0.33%,0.44%
05-30-2016,75.39,44814.60,-0.12%,-0.11%
05-31-2016,75.12,44750.64,-0.35%,-0.14%
06-01-2016,74.94,44756.22,-0.25%,0.01%
06-02-2016,75.28,44990.26,0.45%,0.52%
06-03-2016,75.38,45276.22,0.13%,0.64%
06-06-2016,75.58,45433.89,0.28%,0.35%
06-07-2016,76.10,45729.04,0.68%,0.65%
06-08-2016,75.99,45573.40,-0.15%,-0.34%
06-09-2016,75.50,45340.70,-0.65%,-0.51%
06-10-2016,74.55,44695.99,-1.25%,-1.42%
06-13-2016,74.41,44581.70,-0.19%,-0.26%
06-14-2016,73.89,44238.58,-0.70%,-0.77%
06-15-2016,74.02,44370.48,0.18%,0.30%
06-16-2016,74.02,44245.10,0.00%,-0.28%
06-17-2016,74.08,44306.78,0.09%,0.14%
06-20-2016,74.79,44670.98,0.95%,0.82%
06-21-2016,74.85,44662.18,0.07%,-0.02%
06-22-2016,74.65,44638.50,-0.26%,-0.05%
06-23-2016,75.43,45045.82,1.05%,0.91%
06-24-2016,74.00,44294.43,-1.90%,-1.67%
06-27-2016,72.89,43650.06,-1.50%,-1.45%
06-28-2016,73.71,44173.42,1.12%,1.20%
06-29-2016,74.65,44793.25,1.27%,1.40%
06-30-2016,74.80,44903.83,0.20%,0.25%
07-04-2016,75.47,45524.28,0.90%,1.38%
07-05-2016,75.21,45398.81,-0.34%,-0.28%
07-06-2016,75.03,45461.28,-0.25%,0.14%
07-07-2016,74.75,45152.67,-0.37%,-0.68%
07-08-2016,75.30,45560.04,0.73%,0.90%
07-11-2016,75.68,45886.06,0.51%,0.72%
07-12-2016,76.45,46256.01,1.02%,0.81%
07-13-2016,76.43,46310.16,-0.02%,0.12%
07-14-2016,76.51,46376.35,0.10%,0.14%
07-15-2016,76.44,46273.78,-0.08%,-0.22%
07-18-2016,76.68,46433.71,0.31%,0.35%
07-19-2016,76.62,46409.81,-0.07%,-0.05%
07-20-2016,76.91,46443.11,0.38%,0.07%
07-21-2016,76.88,46548.39,-0.04%,0.23%
07-22-2016,77.03,46689.63,0.19%,0.30%
07-25-2016,76.54,46361.68,-0.63%,-0.70%
07-26-2016,76.75,46527.63,0.27%,0.36%
07-27-2016,76.66,46540.74,-0.12%,0.03%
07-28-2016,76.55,46561.88,-0.13%,0.05%
07-29-2016,76.60,46657.94,0.06%,0.21%
08-02-2016,76.03,46319.64,-0.75%,-0.73%
08-03-2016,76.32,46431.74,0.39%,0.24%
08-04-2016,76.38,46485.29,0.07%,0.12%
08-05-2016,77.09,46869.18,0.93%,0.83%
08-08-2016,77.59,47212.01,0.66%,0.73%
08-09-2016,77.85,47358.68,0.33%,0.31%
08-10-2016,77.74,47275.29,-0.14%,-0.18%
08-11-2016,77.74,47356.47,0.01%,0.17%
08-12-2016,77.50,47209.95,-0.31%,-0.31%
08-15-2016,77.71,47305.63,0.27%,0.20%
08-16-2016,77.55,47075.68,-0.21%,-0.49%
08-17-2016,77.52,47061.02,-0.04%,-0.03%
08-18-2016,77.44,47057.37,-0.11%,-0.01%
08-19-2016,77.49,47031.13,0.07%,-0.06%
08-22-2016,77.60,47226.29,0.14%,0.41%
08-23-2016,77.73,47281.99,0.17%,0.12%
08-24-2016,77.58,46842.38,-0.19%,-0.93%
08-25-2016,77.55,46857.29,-0.05%,0.03%
08-26-2016,77.59,46886.64,0.05%,0.06%
08-29-2016,77.86,47045.19,0.35%,0.34%
08-30-2016,78.00,47055.93,0.18%,0.02%
08-31-2016,77.58,46782.53,-0.53%,-0.58%
09-01-2016,77.83,47072.03,0.32%,0.62%
09-02-2016,78.20,47430.59,0.47%,0.76%
09-06-2016,78.25,47486.63,0.07%,0.12%
09-07-2016,78.16,47457.21,-0.12%,-0.06%
09-08-2016,78.08,47478.09,-0.11%,0.04%
09-09-2016,76.98,46633.72,-1.41%,-1.78%
09-12-2016,77.17,46818.30,0.25%,0.40%
09-13-2016,76.60,46047.76,-0.73%,-1.65%
09-14-2016,76.64,46114.21,0.05%,0.14%
09-15-2016,77.34,46554.62,0.91%,0.96%
09-16-2016,77.04,46384.95,-0.39%,-0.36%
09-19-2016,77.26,46531.13,0.28%,0.32%
09-20-2016,77.45,46616.48,0.26%,0.18%
09-21-2016,78.40,47224.39,1.22%,1.30%
09-22-2016,78.80,47506.92,0.51%,0.60%
09-23-2016,78.35,47188.26,-0.58%,-0.67%
09-26-2016,77.89,46948.85,-0.59%,-0.51%
09-27-2016,77.55,46751.78,-0.43%,-0.42%
09-28-2016,78.65,47347.94,1.42%,1.28%
09-29-2016,78.74,47423.18,0.12%,0.16%
09-30-2016,78.58,47352.94,-0.20%,-0.15%
10-03-2016,78.48,47234.54,-0.13%,-0.25%
10-04-2016,78.00,46694.20,-0.62%,-1.14%
10-05-2016,78.52,47007.52,0.67%,0.67%
10-06-2016,78.58,46959.63,0.07%,-0.10%
10-07-2016,78.40,46868.30,-0.23%,-0.19%
10-11-2016,78.40,46814.71,0.00%,-0.11%
10-12-2016,78.53,47040.23,0.16%,0.48%
10-13-2016,78.68,47120.08,0.20%,0.17%
10-14-2016,78.53,46931.13,-0.18%,-0.40%
10-17-2016,78.71,46968.22,0.23%,0.08%
10-18-2016,79.49,47469.52,0.98%,1.07%
10-19-2016,79.87,47754.99,0.48%,0.60%
10-20-2016,80.04,47780.14,0.20%,0.05%
10-21-2016,80.58,48075.62,0.68%,0.62%
10-24-2016,80.39,48054.35,-0.23%,-0.04%
10-25-2016,80.06,47885.67,-0.42%,-0.35%
10-26-2016,79.53,47683.40,-0.65%,-0.42%
10-27-2016,79.82,47778.74,0.36%,0.20%
10-28-2016,79.58,47639.12,-0.30%,-0.29%
10-31-2016,79.53,47645.50,-0.06%,0.01%
11-01-2016,79.45,47616.67,-0.10%,-0.06%
11-02-2016,78.61,47025.09,-1.05%,-1.24%
11-03-2016,78.63,46989.71,0.02%,-0.08%
11-04-2016,78.07,46751.69,-0.71%,-0.51%
11-07-2016,78.79,47213.12,0.92%,0.99%
11-08-2016,78.86,47227.25,0.10%,0.03%
11-09-2016,79.60,47559.36,0.93%,0.70%
11-10-2016,80.11,47522.79,0.64%,-0.08%
11-11-2016,79.74,46914.14,-0.46%,-1.28%
11-14-2016,80.29,47054.57,0.69%,0.30%
11-15-2016,80.91,47567.99,0.77%,1.09%
11-16-2016,80.91,47500.37,0.00%,-0.14%
11-17-2016,81.31,47799.98,0.50%,0.63%
11-18-2016,81.70,47933.82,0.48%,0.28%
11-21-2016,82.75,48501.75,1.29%,1.18%
11-22-2016,82.98,48696.88,0.27%,0.40%
11-23-2016,83.07,48639.59,0.11%,-0.12%
